-1164026867,-2144745646,0.332,0.172,0.285,0.065
-1164010068,-2144728845,0.331,0.18,0.28,0.063
-1163993680,-2144712453,0.336,0.175,NaN,NaN
-1163976959,-2144695730,0.335,0.172,0.283,0.058
-1163960157,-2144678925,0.332,0.169,0.282,0.054
-1163943819,-2144662584,0.335,0.167,NaN,NaN
-1163927053,-2144645815,0.336,0.168,0.279,0.059
-1163910246,-2144629005,0.331,0.172,0.28,0.059
-1163893862,-2144612618,0.333,0.176,NaN,NaN
-1163877146,-2144595899,0.335,0.175,0.283,0.058
-1163860334,-2144579085,0.329,0.174,0.282,0.055
-1163844001,-2144562748,0.33,0.17,NaN,NaN
-1163827239,-2144545984,0.326,0.178,0.278,0.037
-1163810423,-2144529165,0.338,0.358,0.384,0.056
-1163794043,-2144512782,NaN,NaN,0.393,0.277
-1163777236,-2144495972,0.33,0.671,0.393,0.644
-1163760511,-2144479245,0.478,1.162,NaN,NaN
-1163744085,-2144462816,NaN,NaN,0.468,0.607
-1163727232,-2144445960,0.362,0.856,0.49,0.409
-1163710599,-2144429325,0.345,0.665,0.368,0.354
-1163694128,-2144412850,NaN,NaN,NaN,NaN
-1163677421,-2144396141,0.356,0.56,0.364,0.286
-1163660688,-2144379405,0.358,0.512,0.361,0.287
-1163644170,-2144362884,0.361,0.533,NaN,NaN
-1163627514,-2144346226,0.36,0.532,0.361,0.287
-1163610776,-2144329485,0.328,0.469,0.307,0.245
-1163594212,-2144312918,0.292,0.468,NaN,NaN
-1163577606,-2144296310,0.281,0.443,0.24,0.173
-1163560868,-2144279569,0.279,0.437,0.24,0.165
-1163544351,-2144263049,0.282,0.45,NaN,NaN
-1163527700,-2144246395,0.283,0.451,0.246,0.18
-1163510956,-2144229649,0.279,0.5,0.243,0.215
-1163494393,-2144213083,NaN,NaN,NaN,NaN
-1163477792,-2144196480,NaN,NaN,NaN,NaN
-1163461044,-2144179729,NaN,NaN,NaN,NaN
-1163444435,-2144163117,NaN,NaN,NaN,NaN
-1163427788,-2144146468,NaN,NaN,NaN,NaN
-1163411160,-2144129837,NaN,NaN,NaN,NaN
-1163394477,-2144113151,NaN,NaN,NaN,NaN
-1163377784,-2144096456,NaN,NaN,NaN,NaN
-1163361270,-2144079940,NaN,NaN,NaN,NaN
-1163344518,-2144063185,NaN,NaN,NaN,NaN
-1163327780,-2144046444,NaN,NaN,NaN,NaN
-1163311358,-2144030020,NaN,NaN,NaN,NaN
-1163294560,-2144013219,NaN,NaN,NaN,NaN
-1163254805,-2143973458,NaN,NaN,NaN,NaN
-1163238219,-2143956870,NaN,NaN,NaN,NaN
-1163197695,-2143916339,NaN,NaN,NaN,NaN
-1163180972,-2143899614,0.429,0.228,NaN,NaN
-1163164348,-2143882988,0.494,0.182,0.459,0.06
-1163147853,-2143866490,0.532,0.073,0.46,0.036
-1163131110,-2143849745,0.521,0.07,NaN,NaN
-1163114537,-2143833169,0.519,0.077,0.445,0.041
-1163097991,-2143816621,0.521,0.087,0.446,0.039
-1163081248,-2143799875,0.517,0.097,NaN,NaN
-1163064725,-2143783350,0.518,0.093,0.447,0.049
-1163048061,-2143766683,0.517,0.093,0.443,0.049
-1163031386,-2143750006,0.513,0.089,NaN,NaN
-1163014914,-2143733531,0.515,0.083,0.454,0.04
-1162998134,-2143716749,0.515,0.09,0.447,0.037
-1162981523,-2143700136,0.518,0.094,NaN,NaN
-1162965005,-2143683616,0.518,0.098,0.458,0.044
-1162948216,-2143666824,0.509,0.102,0.451,0.037
-1162931661,-2143650267,0.434,0.107,NaN,NaN
-1162915098,-2143633701,0.265,0.162,0.129,-0.054
-1162898299,-2143616900,0.169,0.202,0.055,-0.098
-1162881799,-2143600398,0.172,0.19,0.042,-0.102
-1162865189,-2143583785,0.172,0.182,0.05,-0.108
-1162848390,-2143566984,0.177,0.181,0.052,-0.098
-1162831936,-2143550528,0.177,0.185,0.048,-0.101
-1162815281,-2143533870,0.179,0.179,0.048,-0.111
-1162798467,-2143517054,0.178,0.189,0.047,-0.113
-1162782074,-2143500659,0.181,0.18,NaN,NaN
-1162765371,-2143483954,0.179,0.189,NaN,NaN
-1162748553,-2143467134,0.175,0.182,0.044,-0.097
-1162732115,-2143450693,0.164,0.177,NaN,NaN
-1162715463,-2143434039,0.158,0.175,NaN,NaN
-1162698636,-2143417210,0.162,0.172,0.007,-0.129
-1162682252,-2143400823,0.166,0.18,NaN,NaN
-1162665555,-2143384124,0.16,0.179,-0.004,-0.121
-1162648719,-2143367286,0.162,0.166,-0.003,-0.13
-1162632389,-2143350954,0.163,0.173,NaN,NaN
-1162615646,-2143334208,0.16,0.168,NaN,NaN
-1162598801,-2143317361,0.16,0.159,0.02,-0.117
-1162582430,-2143300988,0.16,0.157,NaN,NaN
-1162565737,-2143284293,0.161,0.158,NaN,NaN
-1162548888,-2143267441,0.158,0.162,0.012,-0.121
-1162532567,-2143251119,0.16,0.162,NaN,NaN
-1162515731,-2143234281,0.157,0.168,-0.007,-0.15
-1162498969,-2143217517,0.153,0.164,-0.005,-0.164
-1162482608,-2143201153,0.157,0.147,NaN,NaN
-1162465919,-2143184462,0.157,0.155,NaN,NaN
-1162449051,-2143167592,0.153,0.166,-0.003,-0.167
-1162432745,-2143151283,0.154,0.16,NaN,NaN
-1162416012,-2143134547,0.159,0.156,NaN,NaN
-1162399140,-2143117672,0.156,0.157,0.01,-0.148
-1162382788,-2143101317,0.154,0.159,NaN,NaN
-1162366105,-2143084631,0.149,0.164,NaN,NaN
-1162349229,-2143067752,0.149,0.159,0.015,-0.14
-1162332830,-2143051351,0.152,0.167,NaN,NaN
-1162316101,-2143034619,0.152,0.163,NaN,NaN
-1162299312,-2143017827,0.152,0.161,0.004,-0.152
-1162282970,-2143001482,0.146,0.162,NaN,NaN
-1162266195,-2142984704,0.176,0.16,0.07,-0.111
-1162249401,-2142967907,0.266,0.166,0.187,-0.096
-1162233109,-2142951612,0.294,0.185,0.229,-0.053
-1162216288,-2142934788,0.302,0.205,0.233,-0.043
-1162199486,-2142917983,0.31,0.209,0.235,-0.041
-1162183152,-2142901646,0.307,0.204,0.243,-0.045
-1162166382,-2142884873,0.312,0.204,0.247,-0.038
-1162149575,-2142868063,0.319,0.211,0.254,-0.024
-1162133195,-2142851680,0.313,0.212,NaN,NaN
-1162116475,-2142834958,0.312,0.21,0.254,-0.025
-1162099663,-2142818143,0.316,0.205,0.249,-0.02
-1162083237,-2142801714,0.318,0.209,NaN,NaN
-1162066568,-2142785042,0.32,0.216,0.245,-0.024
-1162049756,-2142768227,0.323,0.225,0.249,-0.023
-1162033280,-2142751748,0.318,0.21,NaN,NaN
-1162016662,-2142735127,0.315,0.208,0.251,-0.025
-1161999845,-2142718307,0.318,0.22,0.261,-0.019
-1161983420,-2142701879,0.319,0.214,NaN,NaN
-1161966755,-2142685211,0.291,0.309,0.205,0.037
-1161949939,-2142668392,NaN,NaN,NaN,NaN
-1161933560,-2142652010,NaN,NaN,NaN,NaN
-1161916752,-2142635199,NaN,NaN,NaN,NaN
-1161900033,-2142618477,NaN,NaN,NaN,NaN
-1161883602,-2142602044,NaN,NaN,NaN,NaN
-1161866748,-2142585187,NaN,NaN,NaN,NaN
-1161850157,-2142568593,NaN,NaN,NaN,NaN
-1161833645,-2142552078,NaN,NaN,NaN,NaN
-1161816745,-2142535175,NaN,NaN,NaN,NaN
-1161800256,-2142518683,NaN,NaN,NaN,NaN
-1161783688,-2142502112,NaN,NaN,NaN,NaN
-1161766742,-2142485163,NaN,NaN,NaN,NaN
-1161750372,-2142468790,NaN,NaN,NaN,NaN
-1161718654,-2142437067,NaN,NaN,NaN,NaN
-1161702228,-2142420638,NaN,NaN,NaN,NaN
-1161661941,-2142380344,NaN,NaN,NaN,NaN
-1161645374,-2142363774,0.458,0.431,NaN,NaN
-1161628535,-2142346932,0.436,0.392,0.402,0.16
-1161612095,-2142330489,0.436,0.33,0.401,0.11
-1161595514,-2142313905,0.434,0.336,0.401,0.085
-1161578725,-2142297113,0.435,0.337,0.405,0.088
-1161562249,-2142280634,0.436,0.343,0.407,0.099
-1161545654,-2142264036,0.452,0.319,NaN,NaN
-1161528915,-2142247294,0.544,0.248,0.554,0.086
-1161512320,-2142230696,0.662,0.146,0.599,0.116
-1161495793,-2142214166,0.692,0.116,0.618,0.133
-1161479105,-2142197476,0.695,0.121,0.615,0.132
-1161462385,-2142180753,0.692,0.114,0.611,0.14
-1161445932,-2142164297,0.689,0.11,0.616,0.133
-1161429198,-2142147560,0.687,0.115,0.617,0.122
-1161412465,-2142130824,0.688,0.118,0.609,0.128
-1161396071,-2142114427,0.681,0.126,0.599,0.121
-1161379292,-2142097645,0.681,0.111,0.602,0.121
-1161362539,-2142080889,0.684,0.111,0.609,0.111
-1161346211,-2142064558,0.679,0.112,0.609,0.11
-1161329385,-2142047729,0.678,0.117,0.605,0.111
-1161312624,-2142030965,0.676,0.122,0.61,0.11
-1161296254,-2142014592,0.683,0.135,0.613,0.103
-1161279479,-2141997814,0.678,0.125,0.61,0.098
-1161262703,-2141981036,0.676,0.125,0.604,0.107
-1161246296,-2141964626,0.679,0.125,0.609,0.095
-1161229572,-2141947899,0.677,0.118,0.606,0.104
-1161212787,-2141931111,0.683,0.105,0.606,0.097
-1161196436,-2141914757,0.688,0.11,0.61,0.096
-1161179665,-2141897983,0.684,0.107,0.609,0.077
-1161162876,-2141881191,0.69,0.093,0.604,0.076
-1161146479,-2141864791,0.692,0.087,0.607,0.068
-1161129759,-2141848068,0.69,0.093,0.607,0.085
-1161112961,-2141831267,0.692,0.096,0.613,0.079
-1161096618,-2141814921,0.702,0.08,0.611,0.066
-1161079852,-2141798152,0.694,0.065,0.611,0.064
-1161063054,-2141781351,0.675,0.079,0.591,0.069
-1161046660,-2141764955,0.617,0.108,0.539,0.092
-1161030042,-2141748334,0.533,0.13,0.463,0.048
-1161013014,-2141731303,0.513,0.157,0.461,0.047
-1160996800,-2141715086,0.514,0.159,0.458,0.047
-1160980135,-2141698418,0.516,0.16,0.46,0.055
-1160963103,-2141681383,0.516,0.158,0.459,0.059
-1160946843,-2141665120,NaN,NaN,0.463,0.061
-1160930229,-2141648503,0.508,0.161,0.461,0.066
-1160913192,-2141631463,0.523,0.155,0.458,0.067
-1160896886,-2141615154,0.523,0.153,0.453,0.071
-1160880226,-2141598491,0.519,0.155,0.457,0.085
-1160863281,-2141581543,0.519,0.153,0.454,0.086
-1160847024,-2141565284,0.519,0.159,0.455,0.078
-1160830415,-2141548672,0.519,0.159,0.454,0.088
-1160813497,-2141531751,0.518,0.15,0.451,0.089
-1160797162,-2141515415,0.515,0.164,0.456,0.092
-1160780408,-2141498660,0.517,0.163,0.453,0.098
-1160763579,-2141481831,0.517,0.152,0.455,0.103
-1160747197,-2141465449,0.519,0.154,0.451,0.099
-1160730494,-2141448745,0.516,0.167,0.452,0.104
-1160713670,-2141431921,0.514,0.172,0.457,0.106
-1160697330,-2141415580,0.515,0.173,0.453,0.107
-1160680676,-2141398926,0.517,0.176,0.456,0.103
-1160663764,-2141382014,0.517,0.169,0.458,0.1
-1160647364,-2141365614,0.517,0.175,0.457,0.108
-1160630760,-2141349010,0.515,0.176,0.459,0.111
-1160613849,-2141332099,0.515,0.178,0.458,0.114
-1160597494,-2141315744,0.516,0.192,0.456,0.11
-1160580748,-2141298998,0.517,0.19,0.459,0.109
-1160563944,-2141282193,0.517,0.189,0.456,0.111
-1160547529,-2141265778,0.48,0.204,0.427,0.086
-1160530834,-2141249083,0.396,0.248,0.315,0.069
-1160514024,-2141232273,0.375,0.254,0.304,0.069
-1160497563,-2141215812,0.373,0.266,0.312,0.065
-1160480919,-2141199168,0.371,0.263,0.303,0.072
-1160464119,-2141182367,0.375,0.26,0.307,0.076
-1160447695,-2141165943,0.377,0.258,0.31,0.074
-1160431004,-2141149252,0.379,0.253,0.317,0.075
-1160414208,-2141132456,0.378,0.253,0.313,0.077
-1160397824,-2141116073,0.381,0.261,0.316,0.079
-1160381088,-2141099337,0.383,0.262,0.314,0.079
-1160364291,-2141082540,0.375,0.259,0.314,0.078
-1160347858,-2141066107,0.377,0.257,0.314,0.079
-1160331172,-2141049421,0.378,0.254,0.314,0.084
-1160314376,-2141032625,0.378,0.265,0.312,0.085
-1160297892,-2141016141,0.368,0.29,0.307,0.088
-1160281257,-2140999506,0.328,0.389,0.247,0.179
-1160264465,-2140982714,0.315,0.509,0.245,0.273
-1160248023,-2140966272,0.313,0.532,0.246,0.302
-1160231342,-2140949591,0.308,0.532,0.24,0.316
-1160214559,-2140932808,0.309,0.527,0.247,0.315
-1160198056,-2140916306,0.31,0.53,0.253,0.32
-1160181425,-2140899675,0.312,0.537,0.247,0.304
-1160164642,-2140882893,0.317,0.543,0.244,0.311
-1160148089,-2140866340,0.317,0.534,0.248,0.306
-1160131509,-2140849760,0.311,0.532,0.253,0.32
-1160114726,-2140832977,0.314,0.538,0.261,0.317
-1160098220,-2140816471,0.31,0.54,0.264,0.31
-1160081593,-2140799844,0.319,0.549,0.266,0.316
-1160064810,-2140783062,0.315,0.548,0.257,0.315
-1160048349,-2140766601,0.319,0.543,0.25,0.316
-1160031774,-2140750026,0.318,0.547,0.252,0.319
-1160014893,-2140733146,0.314,0.543,0.252,0.32
-1159998382,-2140716635,0.318,0.544,0.248,0.325
-1159981760,-2140700014,0.319,0.543,0.256,0.329
-1159964976,-2140683230,0.318,0.546,0.255,0.332
-1159948511,-2140666766,0.316,0.548,0.253,0.333
-1159931843,-2140650098,0.334,0.538,0.278,0.302
-1159915056,-2140633311,0.418,0.457,0.369,0.253
-1159898544,-2140616800,0.454,0.41,0.414,0.205
-1159881927,-2140600183,0.467,0.39,0.43,0.201
-1159865135,-2140583391,0.468,0.383,0.427,0.197
-1159848673,-2140566930,0.467,0.383,0.422,0.198
-1159832010,-2140550267,0.467,0.388,0.411,0.204
-1159815213,-2140533471,0.466,0.388,0.424,0.2
-1159798706,-2140516964,0.467,0.395,0.426,0.201
-1159782093,-2140500352,0.471,0.398,0.424,0.202
-1159765290,-2140483550,0.469,0.394,0.423,0.205
-1159748834,-2140467095,0.464,0.396,0.423,0.202
-1159732176,-2140450437,0.466,0.395,0.419,0.205
-1159715375,-2140433636,0.468,0.394,0.415,0.212
-1159698867,-2140417129,0.467,0.401,0.412,0.211
-1159682258,-2140400521,0.434,0.462,0.377,0.275
-1159665453,-2140383716,0.4,0.557,0.363,0.355
-1159648996,-2140367260,0.399,0.57,0.356,0.383
-1159632341,-2140350606,0.397,0.574,0.348,0.381
-1159615535,-2140333800,0.4,0.571,0.35,0.377
-1159599028,-2140317294,0.401,0.577,0.345,0.38
-1159582424,-2140300690,0.398,0.577,0.344,0.377
-1159565613,-2140283880,0.4,0.568,0.344,0.378
-1159549155,-2140267424,0.403,0.566,0.346,0.383
-1159532506,-2140250775,0.403,0.566,0.351,0.377
-1159515690,-2140233960,0.406,0.564,0.347,0.383
-1159499187,-2140217458,0.403,0.566,0.346,0.374
-1159482589,-2140200860,0.383,0.549,0.328,0.331
-1159465767,-2140184040,0.303,0.398,0.221,0.171
-1159449316,-2140167589,0.26,0.302,0.167,0.064
-1159432670,-2140150944,0.233,0.239,0.09,-0.043
-1159415845,-2140134120,0.225,0.241,0.081,-0.053
-1159399348,-2140117623,0.227,0.239,0.083,-0.062
-1159382753,-2140101029,0.226,0.234,0.079,-0.057
-1159365919,-2140084196,0.227,0.232,0.076,-0.039
-1159349474,-2140067753,0.226,0.226,0.074,-0.048
-1159332834,-2140051113,0.225,0.224,0.07,-0.057
-1159315990,-2140034271,0.228,0.227,0.075,-0.064
-1159299506,-2140017787,0.226,0.222,0.068,-0.071
-1159282915,-2140001197,0.226,0.218,0.063,-0.079
-1159266068,-2139984351,0.221,0.221,0.072,-0.062
-1159249634,-2139967918,0.217,0.223,0.07,-0.066
-1159232998,-2139951283,0.195,0.226,NaN,NaN
-1159216140,-2139934426,0.186,0.235,-0.009,-0.154
-1159199665,-2139917952,0.183,0.229,-0.003,-0.147
-1159183078,-2139901367,0.183,0.228,NaN,NaN
-1159166213,-2139884502,0.184,0.219,0.007,-0.146
